               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 218,             0.06303,            0.027289,                   0,             0.74783,             0.62474,             0.62767,             0.17609,            0.060061,             0.02882,                   0,           0.0088936,           0.0088936,           0.0088936
                 219,            0.058104,            0.025832,                   0,             0.42367,             0.42105,             0.28904,            0.061816,            0.059693,            0.030245,                   0,           0.0088838,           0.0088838,           0.0088838
                 220,            0.060009,            0.026009,                   0,             0.66161,             0.78947,             0.64998,             0.18089,            0.056202,             0.02928,                   0,           0.0088739,           0.0088739,           0.0088739
                 221,            0.056595,            0.028375,                   0,             0.53925,             0.42105,             0.39648,             0.13738,            0.059035,            0.031268,                   0,            0.008864,            0.008864,            0.008864
                 222,            0.060428,            0.025468,                   0,              0.4838,             0.42105,             0.39154,              0.1513,            0.058723,            0.030966,                   0,           0.0088541,           0.0088541,           0.0088541
                 223,            0.060434,            0.026837,                   0,             0.53271,             0.47368,             0.44799,              0.1711,            0.058945,             0.03282,                   0,           0.0088441,           0.0088441,           0.0088441
                 224,            0.059656,            0.028449,                   0,             0.82996,             0.51461,             0.55856,             0.15908,            0.057709,            0.031274,                   0,           0.0088341,           0.0088341,           0.0088341
                 225,            0.057996,            0.026019,                   0,             0.54642,             0.50792,             0.41712,            0.099637,            0.058798,            0.031445,                   0,           0.0088241,           0.0088241,           0.0088241
                 226,             0.06511,            0.021944,                   0,              0.6896,             0.42105,             0.47784,             0.14986,            0.063645,            0.029416,                   0,            0.008814,            0.008814,            0.008814
                 227,            0.066723,            0.025591,                   0,             0.78422,             0.57419,              0.5861,             0.16931,            0.056443,            0.029535,                   0,           0.0088039,           0.0088039,           0.0088039
                 228,            0.070529,            0.022196,                   0,              0.3594,             0.31579,              0.2299,             0.08646,            0.063499,            0.031432,                   0,           0.0087937,           0.0087937,           0.0087937
                 229,            0.061491,            0.024442,                   0,             0.64643,             0.48159,             0.48058,             0.13117,            0.059928,            0.031634,                   0,           0.0087835,           0.0087835,           0.0087835
                 230,            0.062373,            0.025895,                   0,             0.54316,             0.56374,             0.47667,             0.14342,            0.057986,            0.028822,                   0,           0.0087733,           0.0087733,           0.0087733
                 231,            0.062291,            0.027956,                   0,             0.38368,             0.47368,             0.34473,             0.12185,            0.058654,            0.030426,                   0,            0.008763,            0.008763,            0.008763
                 232,            0.062411,            0.026008,                   0,              0.3599,             0.52632,             0.33727,             0.12055,            0.060393,            0.030021,                   0,           0.0087527,           0.0087527,           0.0087527
                 233,            0.057483,            0.026961,                   0,             0.66879,             0.57895,             0.54621,             0.15451,            0.061652,            0.029273,                   0,           0.0087424,           0.0087424,           0.0087424
                 234,            0.063503,            0.023446,                   0,             0.37908,             0.42105,             0.28193,            0.095891,            0.063306,            0.028137,                   0,            0.008732,            0.008732,            0.008732
                 235,            0.058053,            0.027665,                   0,              0.3565,             0.42105,             0.31268,            0.068404,            0.063115,            0.028622,                   0,           0.0087216,           0.0087216,           0.0087216
                 236,             0.06057,            0.026209,                   0,              0.6468,             0.57833,             0.49655,              0.1204,            0.057505,            0.028573,                   0,           0.0087112,           0.0087112,           0.0087112
                 237,              0.0595,            0.026352,                   0,             0.52393,             0.57895,             0.51587,             0.16787,            0.056395,            0.029989,                   0,           0.0087007,           0.0087007,           0.0087007
                 238,            0.059963,            0.028264,                   0,             0.76408,             0.57895,             0.57122,             0.17845,            0.057918,            0.029447,                   0,           0.0086902,           0.0086902,           0.0086902
                 239,            0.054444,            0.028111,                   0,             0.70228,             0.63158,             0.55105,              0.1869,             0.05682,            0.030143,                   0,           0.0086796,           0.0086796,           0.0086796
                 240,            0.056257,             0.02383,                   0,             0.59168,             0.52632,              0.5206,             0.12967,            0.061469,            0.030286,                   0,            0.008669,            0.008669,            0.008669
                 241,            0.060375,            0.024817,                   0,             0.64575,             0.57895,             0.57092,              0.1426,            0.057078,            0.030197,                   0,           0.0086584,           0.0086584,           0.0086584
                 242,            0.063899,            0.027917,                   0,             0.58135,             0.51223,             0.42393,             0.13093,            0.056012,            0.031377,                   0,           0.0086477,           0.0086477,           0.0086477
                 243,            0.062994,            0.024954,                   0,             0.70504,             0.57895,             0.58574,             0.15665,            0.060003,            0.032698,                   0,            0.008637,            0.008637,            0.008637
                 244,            0.061064,            0.023574,                   0,             0.50847,             0.42105,             0.39634,             0.11282,            0.057177,            0.031993,                   0,           0.0086263,           0.0086263,           0.0086263
                 245,            0.059555,            0.025404,                   0,             0.49997,             0.31579,             0.36183,             0.12606,             0.05721,            0.031686,                   0,           0.0086155,           0.0086155,           0.0086155
                 246,            0.055218,            0.023833,                   0,             0.50644,             0.52632,              0.4506,             0.13502,            0.056652,            0.031588,                   0,           0.0086047,           0.0086047,           0.0086047
                 247,            0.068509,            0.023371,                   0,             0.93814,             0.57895,             0.72067,             0.19682,            0.057559,            0.029454,                   0,           0.0085939,           0.0085939,           0.0085939
                 248,            0.060169,            0.025217,                   0,             0.71211,             0.68421,             0.71958,             0.18951,             0.05814,            0.028902,                   0,            0.008583,            0.008583,            0.008583
                 249,            0.058891,            0.025536,                   0,             0.72289,             0.52632,              0.6562,             0.21298,            0.059462,            0.028877,                   0,           0.0085721,           0.0085721,           0.0085721
                 250,             0.05992,            0.026656,                   0,              0.5198,             0.47368,             0.39184,             0.12172,              0.0588,             0.03109,                   0,           0.0085612,           0.0085612,           0.0085612
                 251,            0.060119,             0.02345,                   0,             0.52248,             0.31579,              0.2875,            0.088035,            0.058884,            0.030985,                   0,           0.0085502,           0.0085502,           0.0085502
                 252,             0.05843,            0.024751,                   0,             0.49948,             0.36842,             0.31267,            0.082284,            0.062688,            0.029791,                   0,           0.0085392,           0.0085392,           0.0085392
                 253,            0.058879,            0.026968,                   0,             0.18784,             0.21053,             0.11186,            0.075173,            0.062685,            0.032794,                   0,           0.0085281,           0.0085281,           0.0085281
                 254,            0.060234,            0.023948,                   0,             0.43392,             0.26316,             0.21336,            0.070581,            0.061324,            0.029861,                   0,            0.008517,            0.008517,            0.008517
                 255,            0.059198,            0.025087,                   0,             0.34169,             0.47368,             0.26453,             0.08177,            0.060438,            0.032495,                   0,           0.0085059,           0.0085059,           0.0085059
                 256,            0.060432,            0.022448,                   0,             0.52034,             0.47368,             0.38886,             0.11487,            0.059055,            0.031837,                   0,           0.0084948,           0.0084948,           0.0084948
                 257,            0.060483,            0.023627,                   0,             0.63862,             0.36842,             0.43385,              0.1286,            0.056843,            0.031606,                   0,           0.0084836,           0.0084836,           0.0084836
                 258,            0.059545,            0.024697,                   0,             0.63572,             0.57895,             0.54796,              0.1565,            0.057757,            0.030368,                   0,           0.0084724,           0.0084724,           0.0084724
                 259,             0.05663,            0.027441,                   0,             0.62913,             0.52632,             0.47257,             0.14739,            0.057979,            0.030297,                   0,           0.0084611,           0.0084611,           0.0084611
                 260,             0.05692,            0.025191,                   0,             0.57867,             0.47368,             0.43216,            0.095719,            0.054728,            0.030846,                   0,           0.0084498,           0.0084498,           0.0084498
                 261,            0.058826,            0.023696,                   0,             0.65433,             0.68421,             0.62167,             0.13945,            0.057063,            0.029859,                   0,           0.0084385,           0.0084385,           0.0084385
                 262,            0.057555,            0.023633,                   0,             0.55205,             0.51926,              0.4494,             0.13477,            0.056575,            0.029635,                   0,           0.0084272,           0.0084272,           0.0084272
                 263,            0.059683,            0.022241,                   0,              0.6619,             0.63158,             0.59572,             0.20796,            0.054641,            0.028844,                   0,           0.0084158,           0.0084158,           0.0084158
                 264,            0.061144,            0.024199,                   0,             0.65037,             0.63158,             0.65014,             0.22522,            0.056332,             0.02845,                   0,           0.0084043,           0.0084043,           0.0084043
                 265,            0.058392,             0.02816,                   0,               0.375,             0.47368,              0.2967,             0.11233,            0.053966,            0.029298,                   0,           0.0083929,           0.0083929,           0.0083929
                 266,            0.060607,            0.026355,                   0,             0.69485,             0.57895,             0.61119,             0.17567,            0.056057,            0.028562,                   0,           0.0083814,           0.0083814,           0.0083814
                 267,            0.056604,            0.024555,                   0,              0.6247,             0.52632,             0.49721,             0.12983,            0.057602,            0.028831,                   0,           0.0083699,           0.0083699,           0.0083699
                 268,            0.058844,             0.02419,                   0,             0.38391,             0.42105,             0.31347,             0.14899,            0.055846,            0.030517,                   0,           0.0083583,           0.0083583,           0.0083583
                 269,            0.060201,             0.02125,                   0,             0.41667,             0.52632,             0.39579,             0.14246,            0.057807,            0.027625,                   0,           0.0083468,           0.0083468,           0.0083468
                 270,            0.061053,            0.021555,                   0,             0.35637,             0.42105,             0.34645,              0.1375,            0.058591,             0.02984,                   0,           0.0083351,           0.0083351,           0.0083351
                 271,            0.057431,            0.024651,                   0,             0.38311,             0.31579,             0.28949,            0.097683,            0.062941,            0.028038,                   0,           0.0083235,           0.0083235,           0.0083235
                 272,            0.065055,            0.021864,                   0,             0.33271,             0.26316,             0.22865,              0.1064,             0.06053,            0.027213,                   0,           0.0083118,           0.0083118,           0.0083118
                 273,            0.055329,            0.026157,                   0,             0.58267,             0.42105,             0.41344,             0.16455,             0.05732,            0.028366,                   0,           0.0083001,           0.0083001,           0.0083001
                 274,            0.059711,            0.022486,                   0,             0.53725,             0.42812,             0.42292,             0.13035,            0.059486,            0.029114,                   0,           0.0082884,           0.0082884,           0.0082884
                 275,            0.055226,            0.024749,                   0,             0.65457,             0.63158,             0.58867,             0.15776,            0.058783,            0.028042,                   0,           0.0082766,           0.0082766,           0.0082766
                 276,            0.056433,             0.02428,                   0,             0.60492,             0.56471,             0.49181,             0.19478,            0.057447,            0.027178,                   0,           0.0082648,           0.0082648,           0.0082648
                 277,            0.057154,            0.022602,                   0,             0.57029,             0.42105,             0.43865,             0.12396,            0.055647,            0.029929,                   0,           0.0082529,           0.0082529,           0.0082529
                 278,            0.057584,            0.025987,                   0,             0.54947,             0.36842,             0.33216,             0.10047,            0.063754,            0.031837,                   0,           0.0082411,           0.0082411,           0.0082411
                 279,            0.062027,            0.026042,                   0,             0.31935,             0.31579,             0.25793,             0.10956,            0.055968,            0.030789,                   0,           0.0082292,           0.0082292,           0.0082292
                 280,            0.058865,            0.026785,                   0,             0.58315,             0.42105,             0.36918,             0.14617,             0.05952,            0.029073,                   0,           0.0082172,           0.0082172,           0.0082172
                 281,            0.056837,            0.024613,                   0,             0.46256,             0.36842,               0.353,             0.12621,            0.057714,            0.028675,                   0,           0.0082052,           0.0082052,           0.0082052
                 282,            0.058033,            0.023647,                   0,             0.57183,             0.56293,             0.47739,             0.19568,            0.058724,            0.027517,                   0,           0.0081933,           0.0081933,           0.0081933
                 283,            0.057769,            0.023516,                   0,              0.6632,             0.57895,             0.55302,             0.17593,            0.060489,            0.027864,                   0,           0.0081812,           0.0081812,           0.0081812
                 284,             0.06198,            0.023011,                   0,             0.68719,             0.57816,             0.54234,             0.17103,             0.05728,            0.031237,                   0,           0.0081692,           0.0081692,           0.0081692
                 285,            0.065328,            0.024566,                   0,             0.72626,             0.68421,             0.68865,             0.22819,            0.056205,            0.027467,                   0,           0.0081571,           0.0081571,           0.0081571
                 286,            0.057178,             0.02536,                   0,             0.57417,             0.57895,             0.52459,             0.19407,            0.056911,            0.027243,                   0,            0.008145,            0.008145,            0.008145
                 287,            0.059983,            0.024546,                   0,             0.52496,              0.5236,             0.40584,             0.15935,            0.057891,            0.029989,                   0,           0.0081328,           0.0081328,           0.0081328
                 288,            0.053728,            0.025538,                   0,             0.56916,             0.52632,             0.48884,             0.16163,            0.057472,            0.030317,                   0,           0.0081206,           0.0081206,           0.0081206
                 289,            0.061152,            0.024836,                   0,             0.62914,             0.57895,             0.56872,             0.16137,            0.058231,            0.029085,                   0,           0.0081084,           0.0081084,           0.0081084
                 290,            0.058293,            0.024129,                   0,             0.60395,             0.56247,             0.48731,             0.17627,            0.055691,            0.029403,                   0,           0.0080962,           0.0080962,           0.0080962
                 291,            0.054102,            0.025611,                   0,             0.66155,             0.36842,             0.47669,             0.16431,            0.052267,            0.030263,                   0,           0.0080839,           0.0080839,           0.0080839
                 292,            0.056658,            0.025395,                   0,             0.47902,             0.47368,             0.39561,             0.12643,            0.054376,            0.031034,                   0,           0.0080716,           0.0080716,           0.0080716
                 293,             0.05677,            0.024681,                   0,              0.5508,             0.57895,             0.51169,             0.15825,            0.056075,            0.030461,                   0,           0.0080593,           0.0080593,           0.0080593
                 294,            0.062292,            0.022473,                   0,              0.5463,             0.47368,             0.46145,             0.14616,            0.054803,            0.032947,                   0,           0.0080469,           0.0080469,           0.0080469
                 295,            0.059341,            0.022809,                   0,             0.72922,             0.63158,             0.54623,             0.18157,            0.054532,            0.030217,                   0,           0.0080345,           0.0080345,           0.0080345
                 296,            0.061558,            0.022831,                   0,             0.51749,             0.52632,             0.41281,             0.14331,            0.054968,            0.029568,                   0,           0.0080221,           0.0080221,           0.0080221
                 297,            0.056184,            0.024573,                   0,             0.69265,             0.63158,             0.58257,             0.20768,            0.054493,            0.029401,                   0,           0.0080096,           0.0080096,           0.0080096
                 298,            0.059927,             0.02394,                   0,               0.539,             0.52632,             0.46105,             0.16359,            0.054398,            0.028909,                   0,           0.0079972,           0.0079972,           0.0079972
                 299,            0.058767,            0.025782,                   0,             0.68603,             0.63158,             0.55987,               0.181,            0.056889,            0.028563,                   0,           0.0079846,           0.0079846,           0.0079846
                 300,             0.05875,            0.022812,                   0,             0.65916,             0.61142,             0.54714,             0.16575,            0.060052,            0.028251,                   0,           0.0079721,           0.0079721,           0.0079721
                 301,            0.057966,            0.026163,                   0,             0.56996,             0.62797,             0.51045,             0.15692,            0.058016,            0.030195,                   0,           0.0079595,           0.0079595,           0.0079595
                 302,            0.057326,            0.021702,                   0,             0.71721,             0.52632,             0.55491,             0.18141,            0.056697,            0.029354,                   0,           0.0079469,           0.0079469,           0.0079469
                 303,            0.056765,             0.02247,                   0,             0.58723,             0.63158,             0.58421,             0.17277,            0.054914,             0.03249,                   0,           0.0079343,           0.0079343,           0.0079343
                 304,            0.057855,            0.023759,                   0,             0.72677,             0.57895,             0.59827,             0.15777,            0.054642,            0.031529,                   0,           0.0079217,           0.0079217,           0.0079217
                 305,            0.054266,            0.026946,                   0,             0.45456,             0.47368,             0.40695,             0.15572,            0.056086,            0.030434,                   0,            0.007909,            0.007909,            0.007909
                 306,            0.059743,            0.021758,                   0,             0.68543,             0.42105,             0.48903,             0.12435,            0.054753,            0.029699,                   0,           0.0078963,           0.0078963,           0.0078963
                 307,            0.060404,            0.024655,                   0,             0.70076,             0.49392,             0.59825,              0.1396,            0.056644,            0.028729,                   0,           0.0078835,           0.0078835,           0.0078835
                 308,             0.05366,            0.027299,                   0,             0.49733,             0.36842,             0.44225,             0.11146,            0.056263,            0.030727,                   0,           0.0078708,           0.0078708,           0.0078708
                 309,            0.059343,             0.02454,                   0,             0.43892,             0.47368,             0.45203,             0.10678,            0.055261,            0.031338,                   0,            0.007858,            0.007858,            0.007858
                 310,            0.051092,            0.028261,                   0,             0.63985,             0.57895,             0.61213,             0.12304,            0.054115,            0.031159,                   0,           0.0078452,           0.0078452,           0.0078452
                 311,            0.055657,            0.024718,                   0,             0.49428,             0.42105,             0.43023,            0.098168,            0.054077,            0.032786,                   0,           0.0078323,           0.0078323,           0.0078323
                 312,            0.053686,            0.027622,                   0,             0.53776,             0.36842,             0.42332,             0.10316,            0.054599,            0.031897,                   0,           0.0078194,           0.0078194,           0.0078194
                 313,            0.052689,            0.027031,                   0,             0.78292,             0.52632,             0.58079,             0.11978,            0.055121,            0.030343,                   0,           0.0078065,           0.0078065,           0.0078065
                 314,            0.051289,            0.024876,                   0,             0.59906,             0.52632,              0.5796,             0.15995,            0.051558,            0.030747,                   0,           0.0077936,           0.0077936,           0.0077936
                 315,            0.054486,            0.024936,                   0,             0.49255,             0.42105,             0.42233,             0.16381,            0.052512,            0.029898,                   0,           0.0077806,           0.0077806,           0.0077806
                 316,            0.057142,             0.02369,                   0,             0.69537,             0.57895,              0.5757,             0.19175,            0.054101,             0.02842,                   0,           0.0077677,           0.0077677,           0.0077677
                 317,            0.053864,            0.024354,                   0,             0.72601,             0.69786,             0.69513,             0.14444,             0.05375,            0.028212,                   0,           0.0077547,           0.0077547,           0.0077547
                 318,            0.056426,            0.022482,                   0,             0.51425,             0.47368,             0.43498,             0.12313,            0.055184,            0.029586,                   0,           0.0077416,           0.0077416,           0.0077416
                 319,            0.056215,            0.025091,                   0,             0.48561,             0.49754,             0.41143,             0.15346,            0.054085,            0.029848,                   0,           0.0077286,           0.0077286,           0.0077286
                 320,            0.057349,             0.02557,                   0,             0.67757,             0.57895,             0.59596,              0.1703,            0.054332,             0.02786,                   0,           0.0077155,           0.0077155,           0.0077155
                 321,            0.054581,            0.024906,                   0,             0.51806,             0.57895,             0.52804,             0.17184,            0.054447,            0.027937,                   0,           0.0077023,           0.0077023,           0.0077023
                 322,            0.056671,            0.022557,                   0,              0.5707,             0.57895,             0.48953,             0.17125,             0.05372,            0.028277,                   0,           0.0076892,           0.0076892,           0.0076892
                 323,            0.057835,            0.024679,                   0,             0.70274,             0.52632,             0.60632,             0.17937,            0.057416,            0.028663,                   0,            0.007676,            0.007676,            0.007676
                 324,            0.058481,            0.025763,                   0,             0.72339,             0.68421,             0.69241,             0.21537,            0.054568,            0.028788,                   0,           0.0076628,           0.0076628,           0.0076628
                 325,            0.055139,            0.024416,                   0,             0.65365,             0.63158,             0.57696,              0.1327,            0.054063,            0.028152,                   0,           0.0076496,           0.0076496,           0.0076496
                 326,            0.056935,            0.024346,                   0,             0.49666,             0.42105,             0.40523,             0.14316,            0.055671,            0.029391,                   0,           0.0076364,           0.0076364,           0.0076364
                 327,            0.054293,            0.025741,                   0,             0.45748,             0.52632,              0.4233,             0.11911,            0.054812,            0.029051,                   0,           0.0076231,           0.0076231,           0.0076231
                 328,            0.055349,             0.02385,                   0,             0.47195,             0.47056,             0.42714,             0.15111,            0.056171,            0.029476,                   0,           0.0076098,           0.0076098,           0.0076098
                 329,            0.056196,            0.024447,                   0,             0.60294,             0.57895,             0.59728,             0.18012,            0.054112,            0.030253,                   0,           0.0075965,           0.0075965,           0.0075965
                 330,            0.049774,            0.024746,                   0,             0.52014,             0.57895,             0.51806,             0.15811,            0.053844,            0.029876,                   0,           0.0075831,           0.0075831,           0.0075831
                 331,            0.056423,            0.024249,                   0,             0.81946,             0.57895,             0.61272,             0.16136,             0.05744,            0.030736,                   0,           0.0075698,           0.0075698,           0.0075698
                 332,            0.053522,            0.024915,                   0,             0.68842,             0.58159,             0.64404,             0.19351,            0.054135,             0.02889,                   0,           0.0075564,           0.0075564,           0.0075564
                 333,            0.050205,            0.024039,                   0,              0.7748,             0.72486,              0.6747,              0.2102,            0.053174,            0.028521,                   0,           0.0075429,           0.0075429,           0.0075429
                 334,            0.057866,            0.023586,                   0,             0.54671,             0.63158,             0.54321,             0.17834,            0.054695,             0.02858,                   0,           0.0075295,           0.0075295,           0.0075295
                 335,            0.053606,            0.023375,                   0,             0.77603,              0.7298,             0.73684,             0.23538,            0.053174,            0.029502,                   0,            0.007516,            0.007516,            0.007516
                 336,             0.05501,            0.027217,                   0,             0.69679,             0.63158,              0.6911,             0.17204,            0.052964,             0.03048,                   0,           0.0075025,           0.0075025,           0.0075025
                 337,            0.051578,            0.024948,                   0,             0.86188,             0.47368,             0.63936,             0.17301,            0.053106,            0.029805,                   0,            0.007489,            0.007489,            0.007489
                 338,            0.050611,            0.024766,                   0,             0.59678,             0.46776,             0.49738,             0.17837,             0.05522,            0.031076,                   0,           0.0074755,           0.0074755,           0.0074755
                 339,            0.052249,            0.023667,                   0,             0.79923,             0.63158,             0.71733,             0.19883,              0.0539,            0.030173,                   0,           0.0074619,           0.0074619,           0.0074619
                 340,            0.052628,            0.025265,                   0,              0.7782,             0.47368,               0.579,             0.19475,            0.051751,            0.029591,                   0,           0.0074483,           0.0074483,           0.0074483
                 341,             0.05542,            0.024134,                   0,             0.72116,             0.54531,              0.6251,             0.18679,            0.052565,            0.029219,                   0,           0.0074347,           0.0074347,           0.0074347
                 342,            0.052486,            0.026141,                   0,             0.85819,             0.47368,             0.68011,             0.15477,            0.055217,            0.028766,                   0,            0.007421,            0.007421,            0.007421
                 343,            0.054007,            0.023401,                   0,             0.59304,             0.53737,             0.60558,             0.18022,            0.051951,            0.029445,                   0,           0.0074074,           0.0074074,           0.0074074
                 344,            0.053432,             0.02561,                   0,             0.73298,             0.63158,             0.72346,             0.20027,            0.053057,             0.02841,                   0,           0.0073937,           0.0073937,           0.0073937
                 345,            0.053776,            0.023583,                   0,             0.79483,             0.63158,             0.68534,             0.22165,            0.053585,            0.028027,                   0,             0.00738,             0.00738,             0.00738
                 346,            0.050996,            0.025003,                   0,             0.75286,             0.68421,             0.76752,             0.22967,            0.051705,            0.029579,                   0,           0.0073663,           0.0073663,           0.0073663
                 347,            0.054994,            0.023438,                   0,             0.69698,             0.68421,             0.69202,             0.22671,             0.05114,            0.029899,                   0,           0.0073525,           0.0073525,           0.0073525
                 348,            0.056147,            0.022922,                   0,             0.81622,             0.57895,             0.67992,             0.20055,             0.05121,            0.028193,                   0,           0.0073387,           0.0073387,           0.0073387
                 349,            0.054649,            0.024015,                   0,             0.86598,             0.63158,             0.75993,             0.23329,            0.049839,            0.031397,                   0,           0.0073249,           0.0073249,           0.0073249
                 350,            0.053907,            0.022838,                   0,             0.73684,             0.73684,             0.80229,             0.25172,            0.051362,            0.029722,                   0,           0.0073111,           0.0073111,           0.0073111
                 351,            0.051914,            0.024705,                   0,             0.57143,             0.63158,             0.60973,               0.141,            0.057587,            0.030712,                   0,           0.0072973,           0.0072973,           0.0072973
                 352,            0.051368,            0.026291,                   0,             0.49293,             0.47368,             0.38628,            0.084813,            0.054307,            0.029049,                   0,           0.0072834,           0.0072834,           0.0072834
                 353,            0.053886,            0.024356,                   0,             0.49833,             0.57525,             0.56155,             0.13543,            0.056587,            0.027849,                   0,           0.0072695,           0.0072695,           0.0072695
                 354,            0.049398,            0.025456,                   0,             0.72702,             0.52632,             0.59571,             0.16936,            0.055184,            0.027705,                   0,           0.0072556,           0.0072556,           0.0072556
                 355,            0.050742,            0.025409,                   0,             0.60857,              0.5731,             0.55689,             0.15513,            0.054234,            0.028268,                   0,           0.0072417,           0.0072417,           0.0072417
                 356,            0.055757,            0.023948,                   0,             0.74782,             0.52632,             0.57499,             0.20789,            0.054597,            0.028262,                   0,           0.0072277,           0.0072277,           0.0072277
                 357,            0.052243,            0.024294,                   0,             0.70761,             0.36842,              0.4682,             0.12449,            0.055443,            0.028925,                   0,           0.0072137,           0.0072137,           0.0072137
                 358,            0.051832,            0.025254,                   0,             0.83417,             0.47368,             0.64818,             0.19687,            0.054354,            0.028455,                   0,           0.0071997,           0.0071997,           0.0071997
                 359,            0.052681,            0.023768,                   0,             0.64201,             0.47368,             0.52685,             0.19213,            0.054957,            0.030403,                   0,           0.0071857,           0.0071857,           0.0071857
                 360,            0.057942,            0.022072,                   0,             0.72982,             0.47368,               0.591,             0.18213,            0.052679,            0.029305,                   0,           0.0071717,           0.0071717,           0.0071717
                 361,            0.056906,            0.021919,                   0,              0.5659,             0.52632,             0.56615,             0.18765,            0.055648,             0.03252,                   0,           0.0071576,           0.0071576,           0.0071576
                 362,            0.053901,            0.023208,                   0,             0.57143,             0.63158,             0.60492,             0.16047,             0.05724,            0.029607,                   0,           0.0071435,           0.0071435,           0.0071435
                 363,            0.052375,            0.022426,                   0,             0.70078,             0.61698,             0.67769,             0.20911,            0.055175,            0.027435,                   0,           0.0071294,           0.0071294,           0.0071294
                 364,            0.057889,            0.025059,                   0,             0.70624,             0.68421,             0.68818,             0.19593,            0.059563,            0.027033,                   0,           0.0071153,           0.0071153,           0.0071153
                 365,            0.053566,            0.023925,                   0,             0.68045,             0.52632,             0.57505,              0.2129,            0.056078,            0.026526,                   0,           0.0071012,           0.0071012,           0.0071012
                 366,            0.055165,            0.020469,                   0,             0.65437,             0.57895,             0.56629,             0.17537,              0.0577,            0.028038,                   0,            0.007087,            0.007087,            0.007087
                 367,            0.053302,            0.023489,                   0,             0.54324,             0.57895,              0.5448,             0.16594,            0.056916,             0.02972,                   0,           0.0070728,           0.0070728,           0.0070728
                 368,            0.052255,            0.025592,                   0,             0.78575,             0.78947,             0.75033,             0.19946,            0.057612,             0.02633,                   0,           0.0070586,           0.0070586,           0.0070586
                 369,            0.054961,            0.024572,                   0,             0.83173,             0.78084,             0.78609,              0.2008,            0.053977,            0.028154,                   0,           0.0070444,           0.0070444,           0.0070444
                 370,            0.054936,            0.023867,                   0,             0.75436,             0.64718,              0.7154,             0.19273,            0.055353,            0.028655,                   0,           0.0070301,           0.0070301,           0.0070301
                 371,            0.057378,            0.024864,                   0,              0.9185,             0.78947,             0.81736,             0.19714,            0.054457,            0.028118,                   0,           0.0070159,           0.0070159,           0.0070159
