               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 505,            0.044407,             0.02059,                   0,             0.82573,             0.74867,             0.76971,             0.22935,            0.054351,            0.028655,                   0,           0.0049878,           0.0049878,           0.0049878
                 506,            0.045095,            0.023352,                   0,             0.66905,             0.68421,             0.60931,             0.19239,            0.054721,             0.02756,                   0,           0.0049722,           0.0049722,           0.0049722
                 507,            0.047308,            0.020532,                   0,             0.83615,             0.68421,             0.71687,             0.24744,            0.053003,            0.028419,                   0,           0.0049567,           0.0049567,           0.0049567
                 508,            0.048553,            0.021225,                   0,             0.86693,             0.73684,             0.76617,              0.2265,            0.051015,            0.030286,                   0,           0.0049412,           0.0049412,           0.0049412
                 509,            0.045975,            0.023769,                   0,             0.76705,             0.73684,             0.69975,             0.20057,            0.051019,            0.031058,                   0,           0.0049256,           0.0049256,           0.0049256
                 510,             0.04383,            0.023389,                   0,             0.74497,             0.63158,              0.6508,             0.21904,            0.049444,            0.028913,                   0,           0.0049101,           0.0049101,           0.0049101
                 511,            0.048141,            0.022638,                   0,             0.76103,             0.68421,             0.70199,             0.24998,            0.048541,            0.029467,                   0,           0.0048945,           0.0048945,           0.0048945
                 512,             0.04331,            0.020455,                   0,             0.71363,             0.68421,             0.60248,             0.19282,            0.048983,            0.029439,                   0,            0.004879,            0.004879,            0.004879
                 513,            0.043188,             0.02221,                   0,             0.72161,             0.68421,             0.66168,              0.2322,             0.04985,            0.028789,                   0,           0.0048634,           0.0048634,           0.0048634
                 514,            0.044131,            0.020716,                   0,                 0.7,             0.73684,             0.71989,             0.26195,            0.049035,              0.0293,                   0,           0.0048479,           0.0048479,           0.0048479
                 515,             0.04472,            0.021636,                   0,             0.78651,             0.63158,             0.67357,             0.25028,             0.04954,            0.030059,                   0,           0.0048324,           0.0048324,           0.0048324
                 516,            0.044616,            0.021409,                   0,             0.82097,             0.73684,             0.72314,             0.28623,            0.053294,            0.027139,                   0,           0.0048168,           0.0048168,           0.0048168
                 517,            0.046321,            0.021386,                   0,             0.82266,              0.7327,              0.7268,             0.21444,            0.052333,            0.029417,                   0,           0.0048013,           0.0048013,           0.0048013
                 518,            0.045075,            0.025639,                   0,             0.81118,             0.67866,             0.70697,             0.23861,            0.052293,            0.029141,                   0,           0.0047858,           0.0047858,           0.0047858
                 519,            0.047069,            0.020049,                   0,              0.8801,             0.77332,             0.77869,             0.27964,            0.053198,             0.02949,                   0,           0.0047702,           0.0047702,           0.0047702
                 520,            0.043824,            0.019766,                   0,             0.71035,             0.68421,             0.71914,             0.27953,            0.054401,            0.028075,                   0,           0.0047547,           0.0047547,           0.0047547
                 521,            0.047787,            0.019866,                   0,             0.88515,             0.73684,             0.85079,             0.28897,            0.052397,            0.028592,                   0,           0.0047392,           0.0047392,           0.0047392
                 522,            0.043573,            0.023064,                   0,             0.78947,             0.78947,             0.84204,             0.32245,            0.052862,             0.02733,                   0,           0.0047237,           0.0047237,           0.0047237
                 523,            0.045565,             0.02347,                   0,              0.8644,             0.68421,             0.76587,             0.25021,            0.052721,            0.029055,                   0,           0.0047082,           0.0047082,           0.0047082
                 524,            0.044831,            0.020927,                   0,             0.73684,             0.73684,             0.79006,             0.29132,            0.053119,            0.028279,                   0,           0.0046926,           0.0046926,           0.0046926
                 525,            0.046992,            0.021578,                   0,             0.71003,             0.51613,             0.57676,             0.24908,            0.052465,            0.028974,                   0,           0.0046771,           0.0046771,           0.0046771
                 526,            0.045269,            0.022488,                   0,             0.84931,             0.78947,             0.83391,             0.27941,            0.052807,            0.028519,                   0,           0.0046616,           0.0046616,           0.0046616
                 527,            0.043819,            0.021088,                   0,             0.75382,             0.68421,             0.70499,             0.25738,            0.054686,            0.026702,                   0,           0.0046461,           0.0046461,           0.0046461
                 528,            0.045944,            0.023001,                   0,             0.74091,             0.63158,             0.62901,             0.22959,            0.057042,            0.027294,                   0,           0.0046306,           0.0046306,           0.0046306
                 529,            0.046963,            0.020402,                   0,             0.87345,             0.72705,             0.75587,             0.26751,            0.056348,            0.026876,                   0,           0.0046151,           0.0046151,           0.0046151
                 530,            0.045909,            0.021602,                   0,                 0.8,             0.84211,             0.83503,             0.25396,            0.054905,            0.030309,                   0,           0.0045996,           0.0045996,           0.0045996
                 531,            0.048942,            0.018223,                   0,             0.76849,             0.78947,             0.79861,             0.26723,             0.05303,            0.030548,                   0,           0.0045842,           0.0045842,           0.0045842
                 532,            0.045378,            0.021127,                   0,             0.67681,             0.57895,             0.66276,             0.29579,            0.053746,            0.029929,                   0,           0.0045687,           0.0045687,           0.0045687
                 533,            0.045448,             0.02123,                   0,             0.68234,             0.63158,             0.65948,             0.23655,            0.054798,            0.028436,                   0,           0.0045532,           0.0045532,           0.0045532
                 534,            0.042993,            0.021293,                   0,             0.71819,             0.67121,             0.65824,             0.22907,            0.055424,            0.028925,                   0,           0.0045377,           0.0045377,           0.0045377
                 535,            0.044211,            0.018149,                   0,             0.71119,             0.68421,             0.62739,             0.23135,            0.053953,            0.026425,                   0,           0.0045223,           0.0045223,           0.0045223
                 536,            0.043024,            0.023225,                   0,             0.68379,             0.68293,             0.57968,             0.21907,            0.054019,            0.028596,                   0,           0.0045068,           0.0045068,           0.0045068
                 537,            0.041645,            0.025394,                   0,             0.70614,             0.68421,             0.64824,             0.23495,            0.053282,            0.029474,                   0,           0.0044914,           0.0044914,           0.0044914
                 538,            0.042156,            0.018841,                   0,             0.68421,             0.68421,             0.71191,             0.25525,            0.052489,            0.029919,                   0,           0.0044759,           0.0044759,           0.0044759
                 539,            0.046564,            0.021025,                   0,             0.80871,             0.73684,             0.75804,             0.28489,            0.054256,            0.028956,                   0,           0.0044605,           0.0044605,           0.0044605
                 540,             0.04675,            0.020079,                   0,             0.78439,             0.76661,              0.7682,             0.24619,            0.052995,            0.028603,                   0,            0.004445,            0.004445,            0.004445
                 541,            0.046938,            0.020297,                   0,             0.75104,             0.73684,             0.74623,             0.23493,            0.054204,            0.028577,                   0,           0.0044296,           0.0044296,           0.0044296
                 542,              0.0441,            0.022461,                   0,             0.78015,             0.57895,             0.68874,             0.21558,             0.05523,            0.027729,                   0,           0.0044142,           0.0044142,           0.0044142
                 543,            0.048123,            0.019125,                   0,             0.76287,             0.67766,             0.72676,             0.31561,            0.050879,            0.026927,                   0,           0.0043988,           0.0043988,           0.0043988
                 544,            0.041054,            0.021419,                   0,             0.77535,             0.73684,             0.78659,             0.32449,            0.049384,            0.026275,                   0,           0.0043833,           0.0043833,           0.0043833
                 545,            0.048639,            0.021364,                   0,             0.86707,             0.73684,             0.79259,             0.34961,            0.048888,            0.025645,                   0,           0.0043679,           0.0043679,           0.0043679
                 546,            0.044096,            0.021049,                   0,             0.79377,             0.68421,             0.76989,             0.33661,            0.052207,            0.024273,                   0,           0.0043525,           0.0043525,           0.0043525
                 547,            0.044899,            0.021807,                   0,             0.63786,             0.63158,             0.63974,             0.31627,            0.051149,            0.025132,                   0,           0.0043371,           0.0043371,           0.0043371
                 548,            0.039927,            0.020797,                   0,             0.84026,             0.84211,             0.87308,             0.32484,            0.050532,             0.02645,                   0,           0.0043218,           0.0043218,           0.0043218
                 549,            0.044297,            0.020157,                   0,             0.73312,             0.73684,             0.76631,             0.26436,            0.049916,            0.029399,                   0,           0.0043064,           0.0043064,           0.0043064
                 550,             0.04767,            0.018962,                   0,             0.78917,             0.73684,             0.80679,             0.33307,            0.047687,            0.028199,                   0,            0.004291,            0.004291,            0.004291
                 551,            0.046917,            0.022425,                   0,             0.70092,             0.73684,             0.71916,             0.25147,            0.050256,            0.029436,                   0,           0.0042756,           0.0042756,           0.0042756
                 552,            0.040632,             0.01929,                   0,             0.57143,             0.63158,             0.57809,             0.21834,            0.051096,            0.029644,                   0,           0.0042603,           0.0042603,           0.0042603
                 553,            0.042781,            0.023518,                   0,             0.83696,             0.73684,             0.79569,             0.34376,            0.048552,            0.026247,                   0,           0.0042449,           0.0042449,           0.0042449
                 554,            0.047573,            0.019625,                   0,             0.77445,             0.63158,             0.64006,             0.20746,            0.049767,            0.030215,                   0,           0.0042296,           0.0042296,           0.0042296
                 555,             0.04098,            0.020321,                   0,              0.8048,             0.68421,             0.72354,             0.27529,            0.048432,            0.029725,                   0,           0.0042143,           0.0042143,           0.0042143
                 556,            0.045007,            0.020326,                   0,              0.7619,             0.84211,             0.83307,             0.29696,            0.048699,            0.029737,                   0,            0.004199,            0.004199,            0.004199
                 557,            0.045288,            0.021355,                   0,             0.72725,             0.73684,             0.67521,              0.2139,            0.051798,            0.029069,                   0,           0.0041836,           0.0041836,           0.0041836
                 558,            0.046391,            0.023214,                   0,             0.71726,             0.57895,             0.64235,             0.17584,            0.055673,            0.030508,                   0,           0.0041683,           0.0041683,           0.0041683
                 559,            0.042784,            0.021055,                   0,             0.68421,             0.68421,             0.68648,             0.17006,            0.055099,            0.031242,                   0,            0.004153,            0.004153,            0.004153
                 560,            0.043213,            0.019589,                   0,             0.59091,             0.68421,             0.63564,              0.1443,            0.057679,            0.031529,                   0,           0.0041377,           0.0041377,           0.0041377
                 561,            0.042001,            0.020551,                   0,             0.68256,             0.63158,             0.65348,             0.15591,            0.057101,            0.030969,                   0,           0.0041225,           0.0041225,           0.0041225
                 562,            0.041182,            0.021364,                   0,              0.6742,             0.68421,             0.62941,             0.18977,            0.055613,            0.030276,                   0,           0.0041072,           0.0041072,           0.0041072
                 563,            0.043208,            0.021849,                   0,             0.62205,             0.52011,             0.46965,             0.15909,            0.054731,              0.0313,                   0,           0.0040919,           0.0040919,           0.0040919
                 564,             0.04138,            0.021963,                   0,             0.86632,              0.6823,             0.75426,             0.24452,            0.051017,            0.029288,                   0,           0.0040767,           0.0040767,           0.0040767
                 565,            0.043283,            0.021569,                   0,             0.73605,             0.63158,             0.63343,              0.2591,             0.05039,            0.029442,                   0,           0.0040614,           0.0040614,           0.0040614
                 566,            0.042118,             0.02051,                   0,             0.72268,             0.63158,             0.62723,             0.22569,            0.049617,            0.028867,                   0,           0.0040462,           0.0040462,           0.0040462
                 567,             0.04835,            0.019676,                   0,             0.80367,             0.73684,             0.80865,             0.19765,            0.049561,            0.029899,                   0,            0.004031,            0.004031,            0.004031
                 568,            0.048245,            0.020072,                   0,             0.64908,             0.68421,             0.60999,             0.22139,            0.047218,            0.031499,                   0,           0.0040158,           0.0040158,           0.0040158
                 569,            0.043174,              0.0184,                   0,             0.67579,             0.73684,             0.64968,             0.26454,            0.046682,            0.032002,                   0,           0.0040006,           0.0040006,           0.0040006
                 570,            0.045505,            0.018436,                   0,             0.66667,             0.73684,             0.69946,             0.24784,            0.052133,            0.027543,                   0,           0.0039854,           0.0039854,           0.0039854
                 571,            0.042532,            0.020259,                   0,              0.7438,               0.612,             0.63272,             0.21147,            0.052919,             0.03115,                   0,           0.0039702,           0.0039702,           0.0039702
                 572,            0.040921,            0.021187,                   0,             0.74669,             0.62112,             0.63899,              0.2158,            0.052408,            0.031863,                   0,            0.003955,            0.003955,            0.003955
                 573,            0.041008,            0.020555,                   0,             0.78947,             0.78947,             0.81319,             0.25786,            0.052063,            0.031876,                   0,           0.0039399,           0.0039399,           0.0039399
                 574,            0.039792,            0.019694,                   0,             0.90083,             0.47368,              0.6871,             0.19116,            0.054997,            0.033043,                   0,           0.0039247,           0.0039247,           0.0039247
                 575,            0.042919,            0.020776,                   0,             0.93743,             0.68421,             0.82446,             0.25931,            0.051792,            0.031686,                   0,           0.0039096,           0.0039096,           0.0039096
                 576,            0.040785,            0.019198,                   0,              0.8945,             0.73684,             0.84837,             0.25736,            0.052513,             0.03209,                   0,           0.0038944,           0.0038944,           0.0038944
                 577,            0.041415,            0.020018,                   0,             0.86175,             0.73684,             0.79484,             0.24885,            0.049348,            0.030864,                   0,           0.0038793,           0.0038793,           0.0038793
                 578,            0.040823,            0.020979,                   0,             0.85019,             0.63158,             0.76212,             0.23489,             0.05102,            0.027041,                   0,           0.0038642,           0.0038642,           0.0038642
                 579,            0.043528,            0.019263,                   0,             0.64897,             0.63158,             0.59589,             0.20551,            0.051626,            0.027697,                   0,           0.0038491,           0.0038491,           0.0038491
                 580,            0.045395,            0.020145,                   0,             0.77798,             0.78947,              0.7945,             0.26329,            0.051167,            0.027395,                   0,           0.0038341,           0.0038341,           0.0038341
                 581,            0.040326,            0.021964,                   0,             0.82063,               0.723,             0.76949,             0.27353,            0.049826,            0.027244,                   0,            0.003819,            0.003819,            0.003819
                 582,            0.043348,            0.021641,                   0,             0.77764,              0.7363,             0.77767,             0.21602,            0.050613,            0.029023,                   0,           0.0038039,           0.0038039,           0.0038039
                 583,            0.039171,            0.022416,                   0,             0.77999,             0.68421,             0.72537,             0.22232,            0.050543,              0.0279,                   0,           0.0037889,           0.0037889,           0.0037889
                 584,            0.041688,            0.023293,                   0,             0.79834,             0.68421,             0.71559,             0.20915,            0.055897,            0.027105,                   0,           0.0037739,           0.0037739,           0.0037739
                 585,            0.043653,            0.020425,                   0,             0.70623,             0.68421,             0.68995,             0.21468,            0.053009,            0.028881,                   0,           0.0037588,           0.0037588,           0.0037588
                 586,            0.043358,            0.021291,                   0,             0.77818,             0.63158,             0.70182,             0.22441,            0.052551,            0.030155,                   0,           0.0037438,           0.0037438,           0.0037438
                 587,             0.04473,            0.020713,                   0,             0.66537,             0.62809,             0.57247,             0.18532,            0.052871,            0.029021,                   0,           0.0037288,           0.0037288,           0.0037288
                 588,             0.04212,            0.020978,                   0,             0.76223,             0.73684,             0.73725,             0.23663,             0.05448,             0.02755,                   0,           0.0037139,           0.0037139,           0.0037139
                 589,             0.04062,            0.020436,                   0,             0.92031,             0.63158,             0.76216,             0.29654,            0.049756,             0.02665,                   0,           0.0036989,           0.0036989,           0.0036989
                 590,            0.039366,            0.019329,                   0,               0.888,             0.84211,             0.86963,              0.2404,            0.049879,            0.027179,                   0,           0.0036839,           0.0036839,           0.0036839
                 591,            0.039148,            0.023371,                   0,             0.81645,             0.78947,             0.86025,             0.25086,            0.050941,            0.026912,                   0,            0.003669,            0.003669,            0.003669
                 592,            0.041524,            0.023603,                   0,             0.78583,             0.63158,             0.69795,             0.22489,            0.052291,            0.027267,                   0,           0.0036541,           0.0036541,           0.0036541
                 593,             0.04616,            0.020809,                   0,             0.78557,             0.63158,             0.73369,              0.2288,            0.053428,            0.027977,                   0,           0.0036392,           0.0036392,           0.0036392
                 594,            0.042168,            0.022434,                   0,             0.85843,             0.73684,              0.7769,             0.25544,            0.051224,            0.028358,                   0,           0.0036243,           0.0036243,           0.0036243
                 595,            0.043379,            0.021047,                   0,             0.83071,             0.78947,             0.79376,             0.22454,            0.052592,            0.027967,                   0,           0.0036094,           0.0036094,           0.0036094
                 596,            0.044921,            0.019587,                   0,             0.75598,             0.68421,              0.6758,             0.21802,            0.054715,            0.027219,                   0,           0.0035945,           0.0035945,           0.0035945
                 597,            0.041268,             0.01942,                   0,             0.86616,             0.73684,             0.77679,             0.22709,            0.053589,            0.026982,                   0,           0.0035796,           0.0035796,           0.0035796
                 598,            0.042773,            0.019699,                   0,             0.94035,             0.83033,             0.87776,             0.27426,             0.05061,            0.027052,                   0,           0.0035648,           0.0035648,           0.0035648
                 599,            0.045238,             0.02017,                   0,             0.76925,             0.73684,             0.75212,              0.2315,            0.052004,            0.027515,                   0,             0.00355,             0.00355,             0.00355
                 600,            0.045164,            0.018384,                   0,             0.93232,             0.84211,             0.85118,             0.27796,            0.052284,            0.027821,                   0,           0.0035352,           0.0035352,           0.0035352
                 601,            0.040313,            0.021684,                   0,             0.92706,             0.73684,             0.83917,             0.20261,            0.052994,            0.029597,                   0,           0.0035204,           0.0035204,           0.0035204
                 602,             0.03971,             0.01999,                   0,             0.92301,             0.73684,             0.83247,             0.32176,            0.048371,            0.027106,                   0,           0.0035056,           0.0035056,           0.0035056
                 603,             0.04111,            0.021303,                   0,             0.77172,             0.73684,             0.75008,             0.25684,            0.052577,             0.02991,                   0,           0.0034908,           0.0034908,           0.0034908
                 604,            0.036407,               0.021,                   0,             0.79178,             0.84211,             0.81143,             0.28505,            0.047926,            0.030272,                   0,           0.0034761,           0.0034761,           0.0034761
                 605,              0.0392,            0.021597,                   0,             0.77106,             0.73684,             0.71761,             0.22361,            0.049451,            0.029496,                   0,           0.0034613,           0.0034613,           0.0034613
                 606,            0.042963,            0.020735,                   0,             0.73748,             0.63158,             0.65626,             0.23615,             0.05186,            0.027853,                   0,           0.0034466,           0.0034466,           0.0034466
                 607,            0.039615,            0.020359,                   0,             0.91593,             0.73684,             0.81137,             0.28364,             0.05238,            0.027069,                   0,           0.0034319,           0.0034319,           0.0034319
                 608,            0.040915,            0.021103,                   0,             0.84665,             0.73684,             0.82524,             0.31281,            0.051637,            0.027418,                   0,           0.0034172,           0.0034172,           0.0034172
                 609,            0.041058,            0.020453,                   0,             0.83206,             0.78947,             0.85846,             0.28138,            0.053826,            0.026216,                   0,           0.0034025,           0.0034025,           0.0034025
                 610,             0.04017,            0.021755,                   0,             0.90047,             0.78947,             0.81093,             0.23295,            0.052902,            0.027759,                   0,           0.0033879,           0.0033879,           0.0033879
                 611,            0.038347,            0.020905,                   0,             0.84247,             0.68421,             0.78638,             0.27236,             0.05494,            0.026809,                   0,           0.0033732,           0.0033732,           0.0033732
                 612,            0.039102,            0.019125,                   0,             0.75768,             0.68421,             0.71544,             0.22768,            0.055103,            0.027777,                   0,           0.0033586,           0.0033586,           0.0033586
                 613,            0.040353,            0.019236,                   0,             0.84049,             0.83242,             0.86903,              0.3144,             0.05274,            0.025249,                   0,            0.003344,            0.003344,            0.003344
                 614,            0.041543,            0.018875,                   0,             0.85947,             0.68421,             0.76842,             0.25769,              0.0535,            0.027384,                   0,           0.0033294,           0.0033294,           0.0033294
                 615,            0.044372,            0.020087,                   0,             0.72727,             0.84211,             0.81387,             0.27672,            0.051946,            0.027624,                   0,           0.0033149,           0.0033149,           0.0033149
                 616,            0.038795,            0.020228,                   0,             0.86216,             0.78947,             0.83703,             0.27543,             0.05247,             0.02568,                   0,           0.0033003,           0.0033003,           0.0033003
                 617,             0.04229,             0.01871,                   0,             0.83463,             0.78947,             0.80629,             0.32145,            0.050661,            0.026273,                   0,           0.0032858,           0.0032858,           0.0032858
                 618,            0.039984,            0.021065,                   0,             0.85411,             0.61707,             0.72638,             0.28259,            0.049707,            0.027226,                   0,           0.0032712,           0.0032712,           0.0032712
                 619,            0.042464,            0.020579,                   0,             0.80402,             0.68421,             0.75317,             0.31231,            0.048704,            0.029443,                   0,           0.0032567,           0.0032567,           0.0032567
                 620,            0.046318,            0.016239,                   0,             0.69975,             0.73684,              0.7351,             0.27025,            0.050494,            0.028239,                   0,           0.0032423,           0.0032423,           0.0032423
                 621,            0.037756,            0.019352,                   0,             0.76158,             0.67304,             0.64706,             0.22549,            0.050435,            0.030041,                   0,           0.0032278,           0.0032278,           0.0032278
                 622,            0.039604,             0.02012,                   0,             0.65243,             0.63158,             0.57459,             0.22585,            0.049797,            0.029383,                   0,           0.0032133,           0.0032133,           0.0032133
                 623,            0.041417,            0.019414,                   0,             0.80933,             0.73684,              0.7239,             0.25585,            0.050234,            0.027647,                   0,           0.0031989,           0.0031989,           0.0031989
                 624,            0.036352,            0.020517,                   0,             0.82334,             0.73593,             0.77087,             0.29478,            0.049946,            0.027473,                   0,           0.0031845,           0.0031845,           0.0031845
                 625,            0.039352,            0.021371,                   0,             0.75251,             0.68421,             0.72673,             0.21794,            0.052917,            0.027362,                   0,           0.0031701,           0.0031701,           0.0031701
                 626,            0.039287,            0.019551,                   0,             0.78557,             0.63158,             0.67118,             0.19479,             0.05508,            0.028838,                   0,           0.0031557,           0.0031557,           0.0031557
                 627,            0.044004,            0.018913,                   0,             0.80454,             0.68421,             0.70059,             0.21531,            0.053136,            0.029371,                   0,           0.0031414,           0.0031414,           0.0031414
                 628,            0.035542,            0.017545,                   0,             0.68128,             0.63158,             0.62728,             0.24725,            0.052781,             0.02835,                   0,            0.003127,            0.003127,            0.003127
                 629,            0.039784,            0.018397,                   0,             0.90499,             0.57895,             0.66689,             0.26723,            0.052947,            0.028584,                   0,           0.0031127,           0.0031127,           0.0031127
                 630,            0.039353,            0.019631,                   0,             0.89627,             0.57895,             0.67802,             0.24768,            0.054757,            0.027904,                   0,           0.0030984,           0.0030984,           0.0030984
                 631,              0.0393,            0.020743,                   0,             0.85663,             0.68421,              0.8063,             0.32807,            0.049577,            0.028936,                   0,           0.0030841,           0.0030841,           0.0030841
                 632,            0.040362,            0.016209,                   0,             0.75692,             0.68421,             0.71934,             0.28982,            0.050217,            0.030856,                   0,           0.0030699,           0.0030699,           0.0030699
                 633,            0.039935,            0.018714,                   0,             0.74389,             0.63158,             0.66813,             0.25073,            0.051972,             0.02943,                   0,           0.0030556,           0.0030556,           0.0030556
                 634,            0.037092,            0.021646,                   0,             0.91113,             0.63158,             0.74829,             0.25711,             0.04991,            0.032355,                   0,           0.0030414,           0.0030414,           0.0030414
                 635,            0.038596,             0.01978,                   0,             0.88304,             0.68421,             0.79463,             0.30208,            0.049846,            0.031816,                   0,           0.0030272,           0.0030272,           0.0030272
                 636,            0.038457,            0.020436,                   0,             0.78947,             0.78947,             0.79059,             0.28728,            0.049291,            0.030851,                   0,            0.003013,            0.003013,            0.003013
                 637,            0.039054,             0.01945,                   0,             0.81975,             0.73684,             0.76009,             0.28817,            0.050075,            0.031005,                   0,           0.0029988,           0.0029988,           0.0029988
                 638,            0.038943,            0.019801,                   0,             0.73684,             0.73684,             0.69046,             0.24929,            0.049663,            0.031882,                   0,           0.0029847,           0.0029847,           0.0029847
                 639,            0.040081,            0.020664,                   0,             0.73684,             0.73684,             0.67482,             0.22282,            0.050452,            0.030315,                   0,           0.0029706,           0.0029706,           0.0029706
                 640,            0.044602,            0.019391,                   0,             0.79756,             0.62259,             0.71047,             0.21244,            0.055086,             0.02902,                   0,           0.0029565,           0.0029565,           0.0029565
                 641,            0.041902,            0.019183,                   0,             0.77743,             0.73545,              0.7007,             0.24957,            0.053902,            0.028337,                   0,           0.0029424,           0.0029424,           0.0029424
                 642,            0.040488,            0.019021,                   0,             0.63284,             0.68421,             0.63184,              0.2135,            0.052746,            0.029138,                   0,           0.0029283,           0.0029283,           0.0029283
                 643,             0.03824,            0.021422,                   0,             0.74235,             0.63158,             0.65735,             0.23985,            0.054087,            0.027275,                   0,           0.0029143,           0.0029143,           0.0029143
                 644,            0.039961,             0.01877,                   0,             0.67425,             0.57895,              0.6235,             0.21073,            0.053777,             0.03019,                   0,           0.0029003,           0.0029003,           0.0029003
                 645,            0.036963,            0.021285,                   0,             0.75929,             0.68421,             0.73283,             0.25907,            0.054973,            0.027766,                   0,           0.0028863,           0.0028863,           0.0028863
                 646,            0.039228,            0.019925,                   0,             0.79718,             0.63158,              0.6984,             0.23184,            0.055209,            0.025691,                   0,           0.0028723,           0.0028723,           0.0028723
                 647,            0.043287,            0.019243,                   0,             0.63938,             0.68421,             0.66868,             0.24178,            0.055581,            0.024329,                   0,           0.0028583,           0.0028583,           0.0028583
                 648,            0.041758,             0.02294,                   0,             0.79374,             0.63158,             0.67446,             0.23064,            0.056052,            0.023932,                   0,           0.0028444,           0.0028444,           0.0028444
                 649,            0.038481,            0.021472,                   0,             0.78995,             0.47368,             0.57725,             0.18697,            0.058161,            0.026018,                   0,           0.0028305,           0.0028305,           0.0028305
                 650,            0.038641,            0.020349,                   0,             0.76552,             0.51615,             0.60496,             0.19921,            0.054994,            0.027441,                   0,           0.0028166,           0.0028166,           0.0028166
                 651,             0.03888,            0.017584,                   0,             0.65517,             0.63158,             0.68695,             0.26869,            0.054292,             0.03006,                   0,           0.0028027,           0.0028027,           0.0028027
                 652,            0.041331,            0.023464,                   0,             0.80064,             0.68421,             0.75399,             0.28106,            0.051802,            0.029026,                   0,           0.0027889,           0.0027889,           0.0027889
                 653,            0.039623,            0.019614,                   0,             0.82936,             0.51252,             0.64939,             0.25386,            0.053704,            0.026843,                   0,           0.0027751,           0.0027751,           0.0027751
                 654,            0.040015,            0.020843,                   0,             0.71429,             0.78947,              0.7574,              0.2565,            0.050822,            0.027195,                   0,           0.0027613,           0.0027613,           0.0027613
                 655,            0.039619,            0.019586,                   0,             0.83124,             0.77824,             0.79815,              0.2683,            0.051452,            0.026655,                   0,           0.0027475,           0.0027475,           0.0027475
                 656,            0.039272,             0.01781,                   0,             0.87863,             0.78947,             0.86215,             0.33474,            0.051528,            0.026206,                   0,           0.0027337,           0.0027337,           0.0027337
                 657,            0.039365,             0.02063,                   0,             0.92979,             0.78947,             0.86039,             0.27401,            0.052606,            0.026843,                   0,             0.00272,             0.00272,             0.00272
                 658,             0.03566,            0.019477,                   0,              0.8297,             0.76996,             0.81912,             0.29732,            0.051221,            0.026684,                   0,           0.0027063,           0.0027063,           0.0027063
